('SonyEricsson', 'hero122'),{'model': 'hero122', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '19036', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '21'}
('SonyEricsson', 'blackberry4242'),{'model': 'blackberry4242', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '28934', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '28'}
('SonyEricsson', 'N933'),{'model': 'N933', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '18647', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '10'}
('SonyEricsson', 'hero3379'),{'model': 'hero3379', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '2864', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '20'}
('SonyEricsson', 'blackberry4340'),{'model': 'blackberry4340', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '18630', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '26'}
('SonyEricsson', 'N1365'),{'model': 'N1365', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '21159', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '6'}
('SonyEricsson', 'blackberry602'),{'model': 'blackberry602', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '35867', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '12'}
('SonyEricsson', 'hero1244'),{'model': 'hero1244', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '18096', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '14'}
('SonyEricsson', 'N4526'),{'model': 'N4526', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '30036', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '18'}
('SonyEricsson', 'hero446'),{'model': 'hero446', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '1329', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '30'}
('SonyEricsson', 'N3562'),{'model': 'N3562', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '16189', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '23'}
('SonyEricsson', 'blackberry2309'),{'model': 'blackberry2309', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '7817', 'thickness': '29', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '9'}
('SonyEricsson', 'lumia3806'),{'model': 'lumia3806', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '24336', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '20'}
('SonyEricsson', 'blackberry1779'),{'model': 'blackberry1779', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '18577', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '9'}
('SonyEricsson', 'hero3061'),{'model': 'hero3061', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '35361', 'thickness': '13', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '5'}
('SonyEricsson', 'blackberry3779'),{'model': 'blackberry3779', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '21908', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '16'}
('SonyEricsson', 'hero1563'),{'model': 'hero1563', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '5303', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '29'}
('SonyEricsson', 'blackberry3828'),{'model': 'blackberry3828', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '22431', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '10'}
('SonyEricsson', 'hero228'),{'model': 'hero228', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '22579', 'thickness': '14', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '14'}
('SonyEricsson', 'N206'),{'model': 'N206', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '18304', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '28'}
('SonyEricsson', 'blackberry2723'),{'model': 'blackberry2723', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '11457', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '25'}
('SonyEricsson', 'lumia3439'),{'model': 'lumia3439', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '31325', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '14'}
('SonyEricsson', 'blackberry3817'),{'model': 'blackberry3817', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '18664', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '12'}
('SonyEricsson', 'hero2707'),{'model': 'hero2707', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '11290', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '30'}
('SonyEricsson', 'hero4071'),{'model': 'hero4071', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '24878', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '13'}
('SonyEricsson', 'N3328'),{'model': 'N3328', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '37921', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '28'}
('SonyEricsson', 'hero2411'),{'model': 'hero2411', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '3063', 'thickness': '18', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '19'}
('SonyEricsson', 'blackberry2477'),{'model': 'blackberry2477', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '23002', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '22'}
('SonyEricsson', 'hero322'),{'model': 'hero322', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '13952', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '14'}
('SonyEricsson', 'N2786'),{'model': 'N2786', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '33791', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '11'}
('SonyEricsson', 'blackberry3927'),{'model': 'blackberry3927', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '35467', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '14'}
('SonyEricsson', 'hero2898'),{'model': 'hero2898', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '23779', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '10'}
('SonyEricsson', 'blackberry2819'),{'model': 'blackberry2819', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '20318', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '22'}
('SonyEricsson', 'N392'),{'model': 'N392', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '34520', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '28'}
('SonyEricsson', 'hero1235'),{'model': 'hero1235', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '19838', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '19'}
('SonyEricsson', 'N2321'),{'model': 'N2321', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '10883', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '6'}
('SonyEricsson', 'blackberry3202'),{'model': 'blackberry3202', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '32930', 'thickness': '27', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '24'}
('SonyEricsson', 'N2169'),{'model': 'N2169', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '39019', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '10'}
('SonyEricsson', 'hero201'),{'model': 'hero201', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '27785', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '7'}
('SonyEricsson', 'N4233'),{'model': 'N4233', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '15726', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '18'}
('SonyEricsson', 'lumia2633'),{'model': 'lumia2633', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '38377', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '7'}
('SonyEricsson', 'hero3175'),{'model': 'hero3175', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '7735', 'thickness': '16', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '25'}
('SonyEricsson', 'N1055'),{'model': 'N1055', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '35005', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '24'}
('SonyEricsson', 'hero1504'),{'model': 'hero1504', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '5173', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '6'}
('SonyEricsson', 'blackberry1250'),{'model': 'blackberry1250', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '23768', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '26'}
('SonyEricsson', 'hero127'),{'model': 'hero127', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '36786', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '14'}
('SonyEricsson', 'lumia2493'),{'model': 'lumia2493', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '34057', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '28'}
('SonyEricsson', 'hero3978'),{'model': 'hero3978', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '35591', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '28'}
('SonyEricsson', 'hero2092'),{'model': 'hero2092', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '31349', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '27'}
('SonyEricsson', 'blackberry3696'),{'model': 'blackberry3696', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '25723', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '17'}
('SonyEricsson', 'hero4123'),{'model': 'hero4123', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '33409', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '13'}
('SonyEricsson', 'hero1965'),{'model': 'hero1965', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '8647', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '7'}
('SonyEricsson', 'lumia2210'),{'model': 'lumia2210', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '36096', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '28'}
('SonyEricsson', 'hero399'),{'model': 'hero399', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '26349', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '13'}
('SonyEricsson', 'lumia2191'),{'model': 'lumia2191', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '10644', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '8'}
('SonyEricsson', 'blackberry1525'),{'model': 'blackberry1525', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '27207', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '27'}
('SonyEricsson', 'blackberry2433'),{'model': 'blackberry2433', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '8742', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '26'}
('SonyEricsson', 'lumia574'),{'model': 'lumia574', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '37379', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '21'}
('SonyEricsson', 'lumia763'),{'model': 'lumia763', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '34189', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '23'}
('SonyEricsson', 'blackberry4283'),{'model': 'blackberry4283', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '8628', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '26'}
('SonyEricsson', 'hero1112'),{'model': 'hero1112', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '21329', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '6'}
('SonyEricsson', 'lumia279'),{'model': 'lumia279', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '35380', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '8'}
('SonyEricsson', 'lumia2929'),{'model': 'lumia2929', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '33429', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '27'}
('SonyEricsson', 'lumia2066'),{'model': 'lumia2066', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '15132', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '14'}
('SonyEricsson', 'hero1335'),{'model': 'hero1335', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '18816', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '20'}
('SonyEricsson', 'hero3117'),{'model': 'hero3117', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '26495', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '17'}
('SonyEricsson', 'lumia1727'),{'model': 'lumia1727', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '1895', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '5'}
('SonyEricsson', 'hero4274'),{'model': 'hero4274', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '22286', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '26'}
('SonyEricsson', 'hero3791'),{'model': 'hero3791', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '10555', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '5'}
('SonyEricsson', 'hero1935'),{'model': 'hero1935', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '30407', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '6'}
('SonyEricsson', 'lumia1488'),{'model': 'lumia1488', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '7311', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '16'}
('SonyEricsson', 'lumia670'),{'model': 'lumia670', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '3200', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '20'}
('SonyEricsson', 'N1933'),{'model': 'N1933', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '19299', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '23'}
('SonyEricsson', 'hero1171'),{'model': 'hero1171', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '23702', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '14'}
('SonyEricsson', 'blackberry3771'),{'model': 'blackberry3771', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '19221', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '7'}
('SonyEricsson', 'blackberry1158'),{'model': 'blackberry1158', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '5926', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '24'}
('SonyEricsson', 'lumia2157'),{'model': 'lumia2157', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '11744', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '29'}
('SonyEricsson', 'N1706'),{'model': 'N1706', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '36657', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '24'}
('SonyEricsson', 'hero1422'),{'model': 'hero1422', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '27466', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '28'}
('SonyEricsson', 'hero3636'),{'model': 'hero3636', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '18668', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '22'}
('SonyEricsson', 'lumia2052'),{'model': 'lumia2052', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '35485', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '20'}
('SonyEricsson', 'hero2511'),{'model': 'hero2511', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '16205', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '14'}
('SonyEricsson', 'lumia4048'),{'model': 'lumia4048', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '11593', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '17'}
