{'rearcamera': '3', 'price': '15299', 'talktime': '22', 'operatingsystem': 'windows', 'frontcamera': '20', 'model': 'lumia4004', 'thickness': '18', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '7323', 'talktime': '5', 'operatingsystem': 'bada', 'frontcamera': '7', 'model': 'hero387', 'thickness': '18', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '3', 'price': '39666', 'talktime': '26', 'operatingsystem': 'symbian', 'frontcamera': '17', 'model': 'hero3770', 'thickness': '30', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '3', 'price': '31957', 'talktime': '30', 'operatingsystem': 'blackberry', 'frontcamera': '7', 'model': 'blackberry2987', 'thickness': '26', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '5', 'price': '16393', 'talktime': '28', 'operatingsystem': 'windows', 'frontcamera': '11', 'model': 'N1031', 'thickness': '25', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '11013', 'talktime': '20', 'operatingsystem': 'blackberry', 'frontcamera': '18', 'model': 'lumia2842', 'thickness': '12', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '2164', 'talktime': '19', 'operatingsystem': 's40', 'frontcamera': '17', 'model': 'hero4439', 'thickness': '23', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '18245', 'talktime': '12', 'operatingsystem': 's40', 'frontcamera': '11', 'model': 'hero293', 'thickness': '11', 'type': 'basic', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '29088', 'talktime': '15', 'operatingsystem': 'blackberry', 'frontcamera': '4', 'model': 'N3679', 'thickness': '30', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '36761', 'talktime': '29', 'operatingsystem': 'symbian', 'frontcamera': '14', 'model': 'blackberry3567', 'thickness': '28', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '3422', 'talktime': '7', 'operatingsystem': 'blackberry', 'frontcamera': '18', 'model': 'hero153', 'thickness': '24', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '4', 'price': '14439', 'talktime': '21', 'operatingsystem': 'symbian', 'frontcamera': '18', 'model': 'hero2603', 'thickness': '28', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '34120', 'talktime': '14', 'operatingsystem': 'blackberry', 'frontcamera': '11', 'model': 'N700', 'thickness': '10', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '0', 'price': '19562', 'talktime': '8', 'operatingsystem': 'windows', 'frontcamera': '12', 'model': 'N1507', 'thickness': '22', 'type': 'basic', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '3', 'price': '11663', 'talktime': '19', 'operatingsystem': 'android', 'frontcamera': '13', 'model': 'lumia2297', 'thickness': '23', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '4', 'price': '21425', 'talktime': '20', 'operatingsystem': 'symbian', 'frontcamera': '7', 'model': 'hero3908', 'thickness': '12', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '2', 'price': '7420', 'talktime': '11', 'operatingsystem': 'android', 'frontcamera': '1', 'model': 'hero3618', 'thickness': '18', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '16036', 'talktime': '19', 'operatingsystem': 'windows', 'frontcamera': '15', 'model': 'blackberry2302', 'thickness': '19', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '9001', 'talktime': '7', 'operatingsystem': 'blackberry', 'frontcamera': '7', 'model': 'hero1403', 'thickness': '28', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '6415', 'talktime': '20', 'operatingsystem': 'symbian', 'frontcamera': '5', 'model': 'lumia1148', 'thickness': '10', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '1', 'price': '28429', 'talktime': '27', 'operatingsystem': 'windows', 'frontcamera': '11', 'model': 'lumia479', 'thickness': '20', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '21459', 'talktime': '22', 'operatingsystem': 'android', 'frontcamera': '7', 'model': 'hero335', 'thickness': '13', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '39410', 'talktime': '16', 'operatingsystem': 'windows', 'frontcamera': '15', 'model': 'hero2015', 'thickness': '24', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '1', 'price': '29626', 'talktime': '11', 'operatingsystem': 'blackberry', 'frontcamera': '15', 'model': 'blackberry2097', 'thickness': '20', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '1', 'price': '10740', 'talktime': '21', 'operatingsystem': 's40', 'frontcamera': '4', 'model': 'hero832', 'thickness': '25', 'type': 'basic', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '2', 'price': '1298', 'talktime': '28', 'operatingsystem': 'windows', 'frontcamera': '2', 'model': 'hero4536', 'thickness': '21', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '1663', 'talktime': '7', 'operatingsystem': 's40', 'frontcamera': '16', 'model': 'blackberry936', 'thickness': '18', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '3502', 'talktime': '7', 'operatingsystem': 'symbian', 'frontcamera': '1', 'model': 'hero461', 'thickness': '15', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '25764', 'talktime': '28', 'operatingsystem': 's40', 'frontcamera': '19', 'model': 'blackberry4294', 'thickness': '21', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '32080', 'talktime': '19', 'operatingsystem': 's40', 'frontcamera': '17', 'model': 'blackberry4310', 'thickness': '25', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '18982', 'talktime': '25', 'operatingsystem': 'symbian', 'frontcamera': '16', 'model': 'lumia4440', 'thickness': '17', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '3', 'price': '33181', 'talktime': '29', 'operatingsystem': 'android', 'frontcamera': '20', 'model': 'blackberry1360', 'thickness': '28', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '3', 'price': '10377', 'talktime': '7', 'operatingsystem': 'blackberry', 'frontcamera': '17', 'model': 'blackberry1097', 'thickness': '18', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '22846', 'talktime': '10', 'operatingsystem': 'bada', 'frontcamera': '15', 'model': 'lumia3274', 'thickness': '18', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '27203', 'talktime': '28', 'operatingsystem': 'bada', 'frontcamera': '0', 'model': 'hero3564', 'thickness': '20', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '15338', 'talktime': '29', 'operatingsystem': 'bada', 'frontcamera': '5', 'model': 'hero3580', 'thickness': '22', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '12783', 'talktime': '17', 'operatingsystem': 'symbian', 'frontcamera': '18', 'model': 'hero3134', 'thickness': '15', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '4', 'price': '35197', 'talktime': '27', 'operatingsystem': 'symbian', 'frontcamera': '6', 'model': 'blackberry202', 'thickness': '18', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '5', 'price': '15966', 'talktime': '7', 'operatingsystem': 'windows', 'frontcamera': '0', 'model': 'blackberry4351', 'thickness': '30', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '5', 'price': '8582', 'talktime': '12', 'operatingsystem': 'android', 'frontcamera': '16', 'model': 'blackberry4575', 'thickness': '26', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '3', 'price': '2716', 'talktime': '24', 'operatingsystem': 's40', 'frontcamera': '2', 'model': 'lumia4054', 'thickness': '20', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '22321', 'talktime': '18', 'operatingsystem': 'android', 'frontcamera': '20', 'model': 'lumia1618', 'thickness': '15', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '21577', 'talktime': '20', 'operatingsystem': 'blackberry', 'frontcamera': '18', 'model': 'hero1802', 'thickness': '19', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '7354', 'talktime': '17', 'operatingsystem': 's40', 'frontcamera': '14', 'model': 'blackberry1392', 'thickness': '10', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '15889', 'talktime': '21', 'operatingsystem': 'blackberry', 'frontcamera': '16', 'model': 'hero2084', 'thickness': '30', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '1', 'price': '15046', 'talktime': '20', 'operatingsystem': 'blackberry', 'frontcamera': '6', 'model': 'hero1810', 'thickness': '15', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '1', 'price': '5696', 'talktime': '14', 'operatingsystem': 'symbian', 'frontcamera': '12', 'model': 'lumia1610', 'thickness': '12', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '18090', 'talktime': '19', 'operatingsystem': 'symbian', 'frontcamera': '4', 'model': 'hero1287', 'thickness': '13', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '2132', 'talktime': '20', 'operatingsystem': 's40', 'frontcamera': '9', 'model': 'blackberry2414', 'thickness': '17', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '0', 'price': '22986', 'talktime': '9', 'operatingsystem': 'android', 'frontcamera': '12', 'model': 'hero1591', 'thickness': '13', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '5', 'price': '23278', 'talktime': '6', 'operatingsystem': 'symbian', 'frontcamera': '18', 'model': 'blackberry4429', 'thickness': '11', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '2', 'price': '33598', 'talktime': '8', 'operatingsystem': 'blackberry', 'frontcamera': '3', 'model': 'N3276', 'thickness': '14', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '2', 'price': '15234', 'talktime': '5', 'operatingsystem': 's40', 'frontcamera': '20', 'model': 'blackberry1423', 'thickness': '24', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '3', 'price': '20458', 'talktime': '19', 'operatingsystem': 'bada', 'frontcamera': '4', 'model': 'lumia1504', 'thickness': '24', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '5', 'price': '16696', 'talktime': '26', 'operatingsystem': 's40', 'frontcamera': '13', 'model': 'blackberry4316', 'thickness': '26', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '5', 'price': '14942', 'talktime': '12', 'operatingsystem': 'windows', 'frontcamera': '7', 'model': 'blackberry3859', 'thickness': '28', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '3', 'price': '11836', 'talktime': '5', 'operatingsystem': 'symbian', 'frontcamera': '15', 'model': 'blackberry737', 'thickness': '29', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '37454', 'talktime': '20', 'operatingsystem': 'android', 'frontcamera': '16', 'model': 'hero1348', 'thickness': '16', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '30295', 'talktime': '9', 'operatingsystem': 's40', 'frontcamera': '5', 'model': 'N3431', 'thickness': '12', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '1', 'price': '11864', 'talktime': '14', 'operatingsystem': 'symbian', 'frontcamera': '2', 'model': 'lumia705', 'thickness': '28', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '12528', 'talktime': '19', 'operatingsystem': 'bada', 'frontcamera': '8', 'model': 'hero449', 'thickness': '11', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '6445', 'talktime': '17', 'operatingsystem': 'symbian', 'frontcamera': '6', 'model': 'blackberry567', 'thickness': '29', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '0', 'price': '27894', 'talktime': '24', 'operatingsystem': 'blackberry', 'frontcamera': '1', 'model': 'hero1374', 'thickness': '15', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '36803', 'talktime': '6', 'operatingsystem': 'blackberry', 'frontcamera': '14', 'model': 'lumia4038', 'thickness': '24', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '2', 'price': '24976', 'talktime': '28', 'operatingsystem': 'windows', 'frontcamera': '16', 'model': 'blackberry3358', 'thickness': '25', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '3', 'price': '32954', 'talktime': '26', 'operatingsystem': 'blackberry', 'frontcamera': '8', 'model': 'blackberry3666', 'thickness': '18', 'type': 'basic', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '37602', 'talktime': '23', 'operatingsystem': 'bada', 'frontcamera': '4', 'model': 'hero1011', 'thickness': '28', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '0', 'price': '16446', 'talktime': '24', 'operatingsystem': 'symbian', 'frontcamera': '17', 'model': 'hero447', 'thickness': '24', 'type': 'basic', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '33685', 'talktime': '18', 'operatingsystem': 'bada', 'frontcamera': '8', 'model': 'hero2975', 'thickness': '28', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '3309', 'talktime': '29', 'operatingsystem': 'blackberry', 'frontcamera': '11', 'model': 'hero4512', 'thickness': '13', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '1', 'price': '15171', 'talktime': '19', 'operatingsystem': 'android', 'frontcamera': '13', 'model': 'lumia997', 'thickness': '28', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '36061', 'talktime': '21', 'operatingsystem': 'android', 'frontcamera': '1', 'model': 'blackberry2878', 'thickness': '15', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '12040', 'talktime': '15', 'operatingsystem': 'symbian', 'frontcamera': '20', 'model': 'blackberry2042', 'thickness': '26', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '5', 'price': '6766', 'talktime': '19', 'operatingsystem': 's40', 'frontcamera': '8', 'model': 'blackberry2476', 'thickness': '22', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '19089', 'talktime': '28', 'operatingsystem': 'windows', 'frontcamera': '12', 'model': 'blackberry2481', 'thickness': '29', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '36849', 'talktime': '17', 'operatingsystem': 'windows', 'frontcamera': '7', 'model': 'hero1572', 'thickness': '26', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '11193', 'talktime': '25', 'operatingsystem': 'bada', 'frontcamera': '7', 'model': 'blackberry1489', 'thickness': '22', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '4', 'price': '25274', 'talktime': '23', 'operatingsystem': 'bada', 'frontcamera': '1', 'model': 'N3190', 'thickness': '26', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '1', 'price': '3301', 'talktime': '10', 'operatingsystem': 'bada', 'frontcamera': '4', 'model': 'lumia3624', 'thickness': '23', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '1', 'price': '2688', 'talktime': '27', 'operatingsystem': 'windows', 'frontcamera': '5', 'model': 'hero4282', 'thickness': '28', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '2', 'price': '2659', 'talktime': '30', 'operatingsystem': 'windows', 'frontcamera': '6', 'model': 'lumia702', 'thickness': '22', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '4120', 'talktime': '11', 'operatingsystem': 'windows', 'frontcamera': '16', 'model': 'N3064', 'thickness': '16', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '25028', 'talktime': '9', 'operatingsystem': 's40', 'frontcamera': '19', 'model': 'N980', 'thickness': '29', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '3', 'price': '34602', 'talktime': '21', 'operatingsystem': 'android', 'frontcamera': '14', 'model': 'lumia3494', 'thickness': '22', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '16455', 'talktime': '20', 'operatingsystem': 'bada', 'frontcamera': '2', 'model': 'blackberry3629', 'thickness': '21', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '13467', 'talktime': '25', 'operatingsystem': 's40', 'frontcamera': '5', 'model': 'N3411', 'thickness': '11', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '3', 'price': '36275', 'talktime': '6', 'operatingsystem': 'windows', 'frontcamera': '6', 'model': 'hero3518', 'thickness': '25', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '2', 'price': '18775', 'talktime': '12', 'operatingsystem': 'windows', 'frontcamera': '1', 'model': 'lumia1369', 'thickness': '15', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '24440', 'talktime': '30', 'operatingsystem': 'symbian', 'frontcamera': '13', 'model': 'blackberry195', 'thickness': '13', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '7072', 'talktime': '6', 'operatingsystem': 'android', 'frontcamera': '13', 'model': 'hero2479', 'thickness': '25', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '5116', 'talktime': '30', 'operatingsystem': 'windows', 'frontcamera': '17', 'model': 'lumia369', 'thickness': '12', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '15500', 'talktime': '30', 'operatingsystem': 'android', 'frontcamera': '12', 'model': 'hero1022', 'thickness': '11', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '0', 'price': '14347', 'talktime': '13', 'operatingsystem': 'symbian', 'frontcamera': '6', 'model': 'blackberry3325', 'thickness': '24', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '21097', 'talktime': '18', 'operatingsystem': 'blackberry', 'frontcamera': '14', 'model': 'hero3832', 'thickness': '29', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '1', 'price': '20551', 'talktime': '10', 'operatingsystem': 'android', 'frontcamera': '17', 'model': 'blackberry794', 'thickness': '10', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '4', 'price': '33335', 'talktime': '15', 'operatingsystem': 's40', 'frontcamera': '17', 'model': 'hero1521', 'thickness': '16', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
