Loudspeaker	GPRS	WLAN	Dimensions	Price group	2G Network	Battery life	Multitouch	Camera	Audio quality	Stand-by	GPU	Java	Type	CPU	SIM	USB	Status	Company	Chipset	Protection	Announced	Video	Sensors	GPS	Secondary	Card slot	EDGE	Talk time	4G Network	jack	Messaging	Display	Browser	Alert types	Weight	Speed	Image	Primary	3G Network	Bluetooth	Colors	Internal	Radio	Music play	OS	Brand	Size	segment
Yes, with stereo speakers	Class 32	Wi-Fi 802.11 b/g, UPnP	111 x 51 x 13.8 mm (4.37 x 2.01 x 0.54 in)	210	GSM 850 / 900 / 1800 / 1900 	No	No	No	No	420	No	Yes, MIDP 2.0	TFT capacitive touchscreen, 16M colors	434 MHz ARM 11	Mini-SIM	Yes, microUSB v2.0	Available. Released 2010, February	Nokia	No	Corning Gorilla Glass	2010, January	Yes, VGA@30fps	Accelerometer, proximity	Yes, with A-GPS support; Ovi Maps 3.0	Yes, QCIF@15fps	No	Class 32	11	No	Yes	SMS, MMS, Email, Push Email, IM	No	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration, MP3 ringtones	122 g (4.30 oz)	HSDPA, 3.6 Mbps	http://cdn2.gsmarena.com/vv/thumb/nokia-x6-16gb-pink.jpg	5 MP, 2592x1944 pixels, Carl Zeiss optics, autofocus, Dual LED flash, video light	HSDPA 900 / 1900 / 2100 - excl. Lat. America & Brazil	Yes, v2.0 with A2DP	Black, Pink on White, Yellow on White	16 GB storage, 128 MB RAM	Stereo FM radio with RDS	Up to 35 h	Symbian OS v9.4, Series 60 rel. 5	X6 16GB	360 x 640 pixels, 3.2 inches (~229 ppi pixel density)	mid_range
Voice 71dB / Noise 65dB / Ring 75dB	Class 32	No	111.2 x 45.7 x 13.7 mm, 60.4 cc (4.38 x 1.80 x 0.54 in)	110	GSM 850 / 900 / 1800 / 1900 	No	No	No	Noise -88.6dB / Crosstalk -87.5dB	490	No	Yes, MIDP 2.1	TFT, 256K colors	No	Mini-SIM	Yes, microUSB v2.0	Available. Released 2010, May	Nokia	No	No	2009, December	Yes, QVGA@15fps	Accelerometer, compass	Yes, with A-GPS support, Maps for S40	No	microSD, up to 16 GB, 2 GB included	Class 10, 236.8 kbps	12	No	Yes	SMS, MMS, Email, IM, Push Email	No	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration; MP3 ringtones	87 g (3.07 oz)	No	http://cdn2.gsmarena.com/vv/thumb/nokia-2710-navigation-edition.jpg	2 MP, 1600x1200 pixels	No	Yes, v2.1 with A2DP, EDR	Jet Black, Warm Silver, White Silver	64 MB RAM, 128 MB ROM	Stereo FM radio with RDS	No	No	2710 Navigation Edition	240 x 320 pixels, 2.2 inches (~182 ppi pixel density)	mid_range
Voice 69dB / Noise 66dB / Ring 72dB	Class 32	Wi-Fi 802.11 b/g, UPnP	111 x 51 x 13.8 mm (4.37 x 2.01 x 0.54 in)	190	GSM 850 / 900 / 1800 / 1900 	No	No	Photo	Noise -91.1dB / Crosstalk -89.3dB	420	No	Yes, MIDP 2.0	TFT capacitive touchscreen, 16M colors	434 MHz ARM 11	Mini-SIM	Yes, microUSB v2.0	Available. Released 2009, December	Nokia	No	Corning Gorilla Glass	2009, September	Yes, VGA@30fps	Accelerometer, proximity	Yes, with A-GPS support; Ovi Maps 3.0	Yes, QCIF@15fps	No	Class 32	11	No	Yes	SMS, MMS, Email, Push Email, IM	No	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration; MP3 ringtones	122 g (4.30 oz)	HSDPA, 3.6 Mbps	http://cdn2.gsmarena.com/vv/thumb/nokia-x6.jpg	5 MP	HSDPA 900 / 1900 / 2100 - excl. Lat. America & Brazil	Yes, v2.0 with A2DP	Blue on White, Red on Black	32 GB storage, 128 MB RAM	Stereo FM radio with RDS	Up to 35 h	Symbian OS v9.4, Series 60 rel. 5	X6	360 x 640 pixels, 3.2 inches (~229 ppi pixel density)	mid_range
Voice 75dB / Noise 65dB / Ring 82dB	Class 32	No	95.2 x 46.1 x 15.9 mm, 52 cc (3.75 x 1.81 x 0.63 in)	120	GSM 850 / 900 / 1800 / 1900 	No	No	Photo	Noise -90.0dB / Crosstalk -90.9dB	300	No	Yes, MIDP 2.1	TFT, 16M colors	600 MHz ARM 11	Mini-SIM	Yes, microUSB v2.0	Available. Released 2010, April	Nokia	No	No	2009, November	Yes, VGA@15fps	No	No	Yes, VGA	microSD, up to 16 GB, 2 GB included	Class 32, 296 / 177.6 kbits	4	No	No	SMS, MMS, Email	No	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration; Downloadable polyphonic, MP3 ringtones	110 g (3.88 oz)	HSDPA, 10.2 Mbps; HSUPA, 2 Mbps	http://cdn2.gsmarena.com/vv/thumb/nokia-6700-slide.jpg	5 MP	HSDPA 900 / 1900 / 2100 	Yes, v2.0 with A2DP	Aluminum, Pink, Petrol-blue, Red, Lime, Purple	45 MB storage, 128 MB RAM	Stereo FM radio with RDS; Visual radio	Up to 29 h	Symbian OS v9.3, S60 rel. 3.2	6700 slide	240 x 320 pixels, 2.2 inches (~182 ppi pixel density)	mid_range
Yes	Class 32, 100 kbps	No	98 x 48 x 14.8 mm, 64 cc (3.86 x 1.89 x 0.58 in)	80	GSM 850 / 900 / 1800 / 1900 	No	No	No	No	370	No	Yes, MIDP 2.1	TFT, 256K colors	No	Mini-SIM	Yes, microUSB v2.0	Available. Released 2010, February	Nokia	No	No	2009, November	Yes, QCIF@8fps	No	No	No	microSD, up to 16 GB, 2 GB included	Class 32, 296 kbits	5	No	Yes	SMS, MMS, Email, IM	No	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration; MP3 ringtones	100 g (3.53 oz)	Yes, 384 kbps	http://cdn2.gsmarena.com/vv/thumb/nokia-7230.jpg	3.15 MP, 2048x1536 pixels	UMTS 900 / 2100 / 1900	Yes, v2.1 with A2DP	Graphite, Hot Pink	45 MB	Stereo FM radio with RDS	Up to 27 h	No	7230	240 x 320 pixels, 2.4 inches (~167 ppi pixel density)	low_end
Voice 75dB / Noise 75dB / Ring 75dB	Class 32	No	101 x 48 x 14 mm (3.98 x 1.89 x 0.55 in)	170	GSM 850 / 900 / 1800 / 1900 	No	No	Photo	Noise -90.0dB / Crosstalk -90.6dB	350	No	Yes, MIDP 2.1	TFT, 16M colors	No	Mini-SIM	Yes, microUSB	Available. Released 2010, May	Nokia	No	No	2009, November	Yes, QVGA@15fps	No	No	No	microSD, up to 16 GB, 1 GB included	Class 32, 296 / 178.8 kbits	7	No	Yes	SMS, MMS, Email	No	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration, MP3 ringtones	113 g (3.99 oz)	Yes, 384 kbps	http://cdn2.gsmarena.com/vv/thumb/nokia-5330-mobile-tv.jpg	3.15 MP	UMTS 850 / 1900 / 2100 	Yes, v2.1 with A2DP	Glossy Black, Glossy White	70 MB	Stereo FM radio with RDS	Up to 26 h	No	5330 Mobile TV Edition	240 x 320 pixels, 2.4 inches (~167 ppi pixel density)	mid_range
Yes	Class 10 (4+1/3+2 slots), 32 - 48 kbps	No	107.5 x 45.5 x 13.8 mm, 58.8 cc (4.23 x 1.79 x 0.54 in)	50	GSM 850 / 900 / 1800 / 1900 	No	No	No	No	336	No	Yes, MIDP 2.1	TFT, 256K colors	No	Mini-SIM	Yes, microUSB	Available. Released 2010, March	Nokia	No	No	2009, November	Yes, QCIF@15fps	No	No	No	microSD, up to 8 GB	Class 10, 236.8 kbps	4	No	Yes	SMS, MMS, Email	No	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration; MP3 ringtones	80.7 g (2.82 oz)	No	http://cdn2.gsmarena.com/vv/thumb/nokia-2690.jpg	VGA, 640x480 pixels	No	Yes v2.0 with A2DP	Graphite, White silver, Hot pink, Blue	No	Stereo FM radio	No	No	2690	128 x 160 pixels, 1.8 inches (~114 ppi pixel density)	low_end
Yes	Class 10 (4+1/3+2 slots), 32 - 48 kbps	No	97.4 x 47 x 15.9 mm, 75 cc (3.83 x 1.85 x 0.63 in)	50	GSM 900 / 1800 	No	No	No	No	480	No	Yes, MIDP 2.1	TFT, 65K colors	No	Mini-SIM	No	Available. Released 2010, February	Nokia	No	No	2009, November	Yes, SQCIF@10fps	No	No	No	No	Class 10, 236.8 kbps	5	No	Yes	SMS, MMS, Email	No	WAP 2.0/xHTML, HTML	Vibration; MP3 ringtones	93.5 g (3.28 oz)	No	http://cdn2.gsmarena.com/vv/thumb/nokia-2220.jpg	VGA, 640x480 pixels	No	No	Hot Pink, Graphite, Turquoise, Warm Silver, Purple, Blue	32 MB	Stereo FM radio, FM recording	No	No	2220 slide	128 x 160 pixels, 1.8 inches (~114 ppi pixel density)	low_end
Yes	No	No	107 x 45 x 15.3 mm (4.21 x 1.77 x 0.60 in)	30	GSM 900 / 1800 	No	No	No	No	528	No	No	TFT, 65K colors	No	Mini-SIM	No	Available. Released 2010, June	Nokia	No	No	2009, November	No	No	No	No	No	No	8	No	No	SMS	No	No	Vibration; MP3 ringtones	78.5 g (2.75 oz)	No	http://cdn2.gsmarena.com/vv/thumb/nokia-1800.jpg	No	No	No	Silver Grey, Black, Orchid Red, Ash Blue	No	FM radio	No	No	1800	128 x 160 pixels, 1.8 inches (~114 ppi pixel density)	low_end
Yes	No	No	107.1 x 45 x 15 mm, 60.3 cc (4.22 x 1.77 x 0.59 in)	20	GSM 900 / 1800 	No	No	No	No	528	No	No	TFT, 65K colors	No	Mini-SIM	No	Available. Released 2010, March	Nokia	No	No	2009, November	No	No	No	No	No	No	8	No	Yes	SMS	No	No	Vibration; MP3 ringtones	78.5 g (2.75 oz)	No	http://cdn2.gsmarena.com/vv/thumb/nokia-1616.jpg	No	No	No	Black, Dark Blue, Dark Gray, Dark Red	No	FM radio	No	No	1616	128 x 160 pixels, 1.8 inches (~114 ppi pixel density)	low_end
Yes	No	No	107.2 x 45.1 x 15.3 mm, 62.3 cc (4.22 x 1.78 x 0.60 in)	20	GSM 900 / 1800 	No	No	No	No	528	No	No	Monochrome graphic	No	Mini-SIM	No	Available. Released 2010, March	Nokia	No	No	2009, November	No	No	No	No	No	No	8	No	Yes	SMS	No	No	MP3 ringtones	81.9 g (2.86 oz)	No	http://cdn2.gsmarena.com/vv/thumb/nokia-1280.jpg	No	No	No	Black, Gray, Blue, Orchid	No	FM radio	No	No	1280	96 x 68 pixels, 1.36 inches (~87 ppi pixel density)	low_end
Yes	Class 32	No	111 x 51.7 x 15.5 mm, 83 cc (4.37 x 2.04 x 0.61 in)	150	GSM 850 / 900 / 1800 / 1900 	No	No	No	No	458	No	Yes, MIDP 2.1	TFT resistive touchscreen, 16M colors	434 MHz ARM 11	Mini-SIM	Yes, microUSB v2.0	Available. Released 2010, March	Nokia	No	No	2009, December	Yes, VGA@30fps	Accelerometer, proximity	Yes, with A-GPS support; Nokia Maps 2.0 Touch	No	microSD, up to 16 GB	Class 32	7	No	Yes	SMS, MMS, Email, IM	No	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration, MP3 ringtones	115 g (4.06 oz)	HSDPA, 3.6 Mbps	http://cdn2.gsmarena.com/vv/thumb/nokia-5235.jpg	2 MP, 1600x1200 pixels	HSDPA 900 / 2100 	Yes, v2.0 with A2DP	Black, White	70 MB storage	Stereo FM radio with RDS	Up to 33 h	Symbian OS v9.4, Series 60 rel. 5	5235 Comes With Music	360 x 640 pixels, 3.2 inches (~229 ppi pixel density)	mid_range
Yes, with stereo speakers	Yes	No	105.6 x 54.9 x 18.9 mm, 92 cc (4.16 x 2.16 x 0.74 in)	230	GSM 900 / 1800 / 1900 	No	No	No	No	200	No	Yes, MIDP 2.1	TFT, 16M colors	264 MHz ARM 9	Mini-SIM	Yes, microUSB v2.0	Available. Released 2009, December	Nokia	No	No	2009, October	Yes, VGA@30fps	Accelerometer	Yes, with A-GPS support; Ovi Maps	VGA videocall camera	microSD, up to 8 GB	Yes	3	No	Yes	SMS, MMS, Email	No	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration; Downloadable polyphonic, MP3 ringtones	158 g (5.57 oz)	TD-SCDMA	http://cdn2.gsmarena.com/vv/thumb/nokia-6788.jpg	5 MP, 2592 x 1944 pixels, Carl Zeiss optics, autofocus, Dual-LED flash	 TD-SCDMA	Yes, v2.0 with A2DP	Black, Brown	4 GB storage, 128 MB RAM, 256 MB ROM	Stereo FM radio with RDS	Up to 15 h	Symbian OS v9.3, S60 rel. 3.2	6788	240 x 320 pixels, 2.8 inches (~143 ppi pixel density)	mid_range
Voice 68dB / Noise 66dB / Ring 83dB	Class 32	Wi-Fi 802.11 b/g, UPnP technology	113 x 52.5 x 14.2 mm, 75 cc (4.45 x 2.07 x 0.56 in)	160	GSM 850 / 900 / 1800 / 1900 	No	No	Photo	Noise -90.5dB / Crosstalk -91.0dB	320	No	Yes, MIDP 2.1	TFT resistive touchscreen, 16M colors	434 MHz ARM 11	Mini-SIM	Yes, microUSB v2.0	Available. Released 2009, November	Nokia	No	No	2009, September	Yes, VGA@30fps	Accelerometer, proximity, compass	Yes, with A-GPS support; Nokia Maps	Yes, VGA@15fps	microSD, up to 16 GB	Class 32	7	No	Yes	SMS, MMS, Email, Push Email, IM	No	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration; MP3 ringtones	138 g (4.87 oz)	HSDPA, 3.6 Mbps	http://cdn2.gsmarena.com/vv/thumb/nokia-n97-mini.jpg	5 MP	HSDPA 900 / 1900 / 2100 	Yes, v2.0 with A2DP	Gold, Cherry Black, Garnet, White	8 GB storage, 128 MB RAM	Stereo FM radio with RDS, Visual radio	Up to 32 h	Symbian OS v9.4, Series 60 rel. 5	N97 mini	360 x 640 pixels, 3.2 inches (~229 ppi pixel density)	mid_range
Voice 65dB / Noise 66dB / Ring 66dB	Class 32	No	96 x 49.3 x 14.1 mm, 65.8 cc (3.78 x 1.94 x 0.56 in)	90	GSM 850 / 900 / 1800 / 1900 	No	No	Photo	Noise -88.3dB / Crosstalk -89.0dB	380	No	Yes, MIDP 2.1	TFT, 256K colors	No	Mini-SIM	Yes, microUSB	Available. Released 2009, December	Nokia	No	No	2009, September	Yes, QCIF@15fps	No	No	No	microSD, up to 16 GB, 2 GB included	Class 32, 296 / 178.8 kbits	7	No	Yes	SMS (threaded view), MMS, Email	No	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration; Downloadable polyphonic, MP3 ringtones	103 g (3.63 oz)	No	http://cdn2.gsmarena.com/vv/thumb/nokia-x3.jpg	3.2 MP	No	Yes, v2.1 with A2DP	Red on Black, Blue on Silver	46 MB	Stereo FM radio with RDS; built-in antenna	Up to 26 h	No	X3	240 x 320 pixels, 2.2 inches (~182 ppi pixel density)	low_end
Voice 66dB / Noise 66dB / Ring 70dB	Class 32	Wi-Fi 802.11 b/g, DLNA	110.9 x 59.8 x 18 mm, 113 cc (4.37 x 2.35 x 0.71 in)	210	GSM 850 / 900 / 1800 / 1900 	No	No	Photo	Noise -93.7dB / Crosstalk -86.9dB	278	PowerVR SGX530	No	TFT resistive touchscreen, 65K colors	600 MHz Cortex-A8	Mini-SIM	Yes, microUSB v2.0	Available. Released 2009, November	Nokia	TI OMAP 3430	No	2009, August	Yes, WVGA@25fps	Accelerometer, proximity	Yes, with A-GPS support; Ovi Maps	Yes, VGA	microSD, up to 16 GB	Class 32	6	No	Yes	SMS (threaded view), Email, Push Email, IM	No	xHTML, HTML, Adobe Flash	Vibration; MP3 ringtones	181 g (6.38 oz)	HSDPA, 10Mbps; HSUPA, 2Mbps	http://cdn2.gsmarena.com/vv/thumb/nokia-n900.jpg	5 MP	HSDPA 900 / 1700 / 2100 	Yes, v2.1 with A2DP	Black	32 GB storage, 256 MB RAM	Stereo FM radio (via third party software); FM transmitter	Up to 24 h 30 min	Maemo 5	N900	800 x 480 pixels, 3.5 inches (~267 ppi pixel density)	mid_range
Voice 65dB / Noise 60dB / Ring 66dB	Class 32	No	111 x 51.7 x 15.5 mm, 83 cc (4.37 x 2.04 x 0.61 in)	80	GSM 850 / 900 / 1800 / 1900 	No	No	No	Noise -86.7dB / Crosstalk -84.0dB	432	No	Yes, MIDP 2.1	TFT resistive touchscreen, 16M colors	434 MHz ARM 11	Mini-SIM	Yes, microUSB v2.0	Available. Released 2009, November	Nokia	No	No	2009, August	Yes, VGA@30fps	Accelerometer, proximity	Yes, with A-GPS support; Nokia Maps	No	microSD, up to 16 GB	Class 32	7	No	Yes	SMS, MMS, Email, IM	No	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration, MP3 ringtones	115 g (4.06 oz)	HSDPA, 3.6 Mbps	http://cdn2.gsmarena.com/vv/thumb/nokia-5230.jpg	2 MP, 1600x1200 pixels	HSDPA 900 / 2100 	Yes, v2.0 with A2DP	Black, White	70 MB storage, 128 MB RAM	Stereo FM radio with RDS	Up to 33 h	Symbian OS v9.4, Series 60 rel. 5	5230	360 x 640 pixels, 3.2 inches (~229 ppi pixel density)	low_end
Yes	Class 32	No	108.5 x 48.6 x 13.2 mm, 62.3 cc (4.27 x 1.91 x 0.52 in)	No	GSM 900 / 1800 / 1900 	No	No	No	No	350	No	Yes, MIDP 2.1	TFT resistive touchscreen, 262K colors	No	Mini-SIM	Yes, microUSB v2.0	Available. Released 2009, Q4	Nokia	No	No	2009, August	Yes, QCIF@10fps	No	No	No	microSD, up to 4 GB, 1 GB included	Class 32	7	No	Yes	SMS, MMS, Email, IM	No	WAP 2.0/xHTML	Vibration; Downloadable polyphonic, MP3 ringtones	90 g (3.17 oz)	No	http://cdn2.gsmarena.com/vv/thumb/nokia-3208c.jpg	2 MP, 1600 x 1200 pixels	No	Yes, v2.0 with A2DP	Pearl White, Graphite Black	13 MB	Stereo FM radio with RDS	Up to 11 h	No	3208c	240 x 320 pixels, 2.4 inches (~167 ppi pixel density)
Yes, with stereo speakers	Class 32	Wi-Fi 802.11 b/g, UPnP technology	111 x 51.7 x 15.5 mm, 83 cc (4.37 x 2.04 x 0.61 in)	220	GSM 850 / 900 / 1800 / 1900 	No	No	No	No	408	No	Yes, MIDP 2.1	TFT resistive touchscreen, 16M colors	434 MHz ARM 11	Mini-SIM	Yes, microUSB v2.0	Available. Released 2009, October	Nokia	No	No	2009, August	Yes, VGA@30fps	Accelerometer, proximity	Yes, with A-GPS support; Nokia Maps 2.0 Touch	Videocall camera	microSD, up to 16 GB, 8 GB included	Class 32	9	No	Yes	SMS, MMS, Email, Instant Messaging	No	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration; Downloadable polyphonic, MP3 ringtones	109 g (3.84 oz)	HSDPA, 3.6 Mbps	http://cdn2.gsmarena.com/vv/thumb/nokia-5800-navigation-edition.jpg	3.15 MP, 2048x1536 pixels, Carl Zeiss optics, autofocus, LED flash	HSDPA 900 / 2100 	Yes, v2.0 with A2DP	Chrome, Black	81 MB storage, 128 MB RAM	Stereo FM radio with RDS	Up to 35 h	Symbian OS v9.4, Series 60 rel. 5	5800 Navigation Edition	360 x 640 pixels, 3.2 inches (~229 ppi pixel density)	mid_range
Yes	Class 10 (4+1/3+2 slots), 32 - 48 kbps	No	93.2 x 47.2 x 17.2 mm, 61.3 cc (3.67 x 1.86 x 0.68 in)	120	GSM 850 / 900 / 1800 / 1900 	No	No	No	No	350	No	Yes, MIDP 2.0	TFT, 16M colors	No	Mini-SIM	Yes, microUSB v2.0	Available. Released 2009, October	Nokia	No	No	2009, October	Yes, VGA@15fps	No	A-GPS only; AT&T Navigator	No	microSD, up to 16 GB	Class 10, 236.8 kbps	4	No	No	SMS, MMS, Email,  IM	No	WAP 2.0/xHTML, HTML	Vibration; Downloadable polyphonic, MP3 ringtones	102.3 g (3.60 oz)	HSDPA	http://cdn2.gsmarena.com/vv/thumb/nokia-6350.jpg	2 MP, 1600x1200 pixels	HSDPA 850 / 1900 / 2100 	Yes, v2.1 with A2DP	Red, Graphite	52 MB storage	No	No	No	6350	240 x 320 pixels, 2.0 inches (~200 ppi pixel density)	mid_range
Yes	Class 10 (4+1/3+2 slots), 32 - 48 kbps	No	97.3 x 47 x 16.3 mm, 60.4 cc (3.83 x 1.85 x 0.64 in)	170	GSM 850 / 900 / 1800 / 1900 	No	No	No	No	350	No	Yes, MIDP 2.0	TFT, 16M colors	No	Mini-SIM	Yes, microUSB v2.0	Available. Released 2009, September	Nokia	No	No	2009, September	Yes, VGA@15fps	No	No	No	microSD, up to 32 GB	Class 10, 236.8 kbps	4	No	No	SMS, MMS, Email,  IM	No	WAP 2.0/xHTML, HTML	Vibration; Downloadable polyphonic, MP3 ringtones	110.6 g (3.88 oz)	HSDPA 3.6 Mbps	http://cdn2.gsmarena.com/vv/thumb/nokia-mural.jpg	2 MP, 1600x1200 pixels	HSDPA 850 / 1900 / 2100 	Yes, v2.1 with A2DP	Gunmetal with cover illumination with six colors	70 MB storage	No	No	No	Mural	240 x 320 pixels, 2.2 inches (~182 ppi pixel density)	mid_range
Voice 67dB / Noise 66dB / Ring 75dB	Class 32	No	97.5 x 57.9 x 15.5 mm, 78.5 cc (3.84 x 2.28 x 0.61 in)	210	GSM 850 / 900 / 1800 / 1900 	No	No	Photo	Noise -79.1dB / Crosstalk -72.1dB	500	No	Yes, MIDP 2.1	TFT, 16M colors	No	Mini-SIM	Yes, microUSB v2.0	Available. Released 2009, October	Nokia	No	No	2009, July	Yes, QVGA@15fps	Accelerometer	Yes, with A-GPS support; Nokia Maps	No	microSD, up to 16 GB, 2 GB included	Class 32	5	No	No	SMS, MMS, Email, IM	No	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration; Downloadable polyphonic, MP3 ringtones	123.9 g (4.34 oz)	HSDPA, 3.6 Mbps	http://cdn2.gsmarena.com/vv/thumb/nokia-6760-slide.jpg	3.15 MP	HSDPA 900 / 2100 	Yes, v2.0 with A2DP	Black, Red, White	120 MB storage	Stereo FM radio with RDS	Up to 17 h	Symbian OS, S60 rel. 3.2	6760 slide	320 x 240 pixels, 2.4 inches (~167 ppi pixel density)	mid_range
Yes	Class 10 (4+1/3+2 slots), 32 - 48 kbps	No	97.5 x 57.9 x 15.5 mm, 78.5 cc (3.84 x 2.28 x 0.61 in)	180	GSM 850 / 900 / 1800 / 1900 	No	No	No	No	400	No	Yes, MIDP 2.1	TFT, 16M colors	No	Mini-SIM	Yes, microUSB v2.0	Available. Released 2009, July	Nokia	No	No	2009, July	Yes, QVGA	No	Yes, with A-GPS support; AT&T Navigator	No	microSD, up to 8 GB	Class 10, 236.8 kbps	4	No	No	SMS, MMS, Email, IM	No	WAP 2.0/xHTML, HTML	Vibration; Downloadable polyphonic, MP3 ringtones	123.9 g (4.34 oz)	HSDPA, 3.6 Mbps	http://cdn2.gsmarena.com/vv/thumb/nokia-surge.jpg	2 MP, 1600x1200 pixels	HSDPA 850 / 1900 	Yes, v2.0 with A2DP	Black	128 MB storage	Stereo FM radio with RDS	No	Symbian OS, S60 rel. 3.2	6790 Surge	320 x 240 pixels, 2.4 inches (~167 ppi pixel density)	mid_range
Voice 71dB / Noise 66dB / Ring 76dB	Class 11	No	115 x 47 x 15.3 mm, 69 cc (4.53 x 1.85 x 0.60 in)	130	GSM 900 / 1800 / 1900 	No	No	No	Noise -78.3dB / Crosstalk -73.7dB	408	No	Yes, MIDP 2.1	TFT, 16M colors	No	Mini-SIM	Yes, microUSB v2.0	Available. Released 2009, September	Nokia	No	No	2009, July	Yes, QCIF@15fps	No	No	No	microSD, up to 8 GB, 1 GB included	Class 11	7	No	No	SMS, MMS, Email	No	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration; Downloadable polyphonic, MP3 ringtones	94 g (3.32 oz)	No	http://cdn2.gsmarena.com/vv/thumb/nokia-3720-classic.jpg	2 MP, 1600x1200 pixels, LED flash	No	Yes, v2.1 with A2DP	Gray, Yellow	20 MB	Stereo FM radio with RDS	Up to 14 h 30 min	No	3720 classic	240 x 320 pixels, 2.2 inches (~182 ppi pixel density)	mid_range
Voice 70dB / Noise 69dB / Ring 75dB	Class 32	Wi-Fi 802.11 b/g	104 x 49 x 13 mm, 68 cc (4.09 x 1.93 x 0.51 in)	110	GSM 850 / 900 / 1800 / 1900 	No	No	Photo	Noise -90.9dB / Crosstalk -90.6dB	336	No	Yes, MIDP 2.1	TFT resistive touchscreen, 16M colors	434 MHz ARM 11	Mini-SIM	Yes, microUSB v2.0	Available. Released 2009, August	Nokia	No	No	2009, June	Yes, VGA@30fps	Accelerometer, proximity	No	No	microSD, up to 16 GB, 4 GB included	Class 32	4	No	Yes	SMS, MMS, Email, Instant Messaging	No	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration; Downloadable polyphonic, MP3 ringtones	107 g (3.77 oz)	No	http://cdn2.gsmarena.com/vv/thumb/nokia-5530-xpressmusic.jpg	3.15 MP	No	Yes, v2.0 with A2DP	Red on black, Blue on white, Grey on black, Pink on white, Yellow on white	70 MB storage, 128 MB SDRAM	Stereo FM radio with RDS	Up to 27 h	Symbian OS v9.4, Series 60 rel. 5	5530 XpressMusic	360 x 640 pixels, 2.9 inches (~253 ppi pixel density)	mid_range
Voice 65dB / Noise 60dB / Ring 66dB	Class 32, 100 kbps	Wi-Fi 802.11 b/g, Nokia VoIP 3.0	114 x 58 x 10 mm, 65 cc (4.49 x 2.28 x 0.39 in)	140	GSM 850 / 900 / 1800 / 1900 	No	No	Photo	Noise -88.3dB / Crosstalk -88.8dB	480	No	Yes, MIDP 2.0	TFT, 16M colors	600 MHz ARM 11	Mini-SIM	Yes, microUSB v2.0	Available. Released 2009, October	Nokia	No	No	2009, June	Yes, VGA@15fps	Accelerometer, compass	Yes, with A-GPS support; Nokia Maps 3.0	VGA videocall camera	microSD, up to 16 GB	Class 32, 296 kbps	12	No	Yes	SMS, MMS, Email, Instant Messaging	No	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration; Downloadable polyphonic, monophonic, MP3 ringtones	128 g (4.52 oz)	HSDPA, 10.2 Mbps; HSUPA 2 Mbps	http://cdn2.gsmarena.com/vv/thumb/nokia-e72.jpg	5 MP	HSDPA 900 / 1900 / 2100 	Yes, v2.0 with A2DP	White, Zodium Black, Metal Grey, Topaz Brown, Amethyst Purple, White Edition	250 MB storage, 128 MB RAM	Stereo FM radio with RDS; Visual radio	No	Symbian OS 9.3, Series 60 v3.2 UI	E72	320 x 240 pixels, 2.36 inches (~169 ppi pixel density)	mid_range
Yes	Class 32,  88 kbps	No	89 x 47 x 15.2 mm, 54 cc (3.50 x 1.85 x 0.60 in)	80	GSM 850 / 900 / 1800 / 1900 	No	No	No	No	288	No	Yes, MIDP 2.1	TFT, 16M colors	No	Mini-SIM	Yes, microUSB v2.0	Available. Released 2009, December	Nokia	No	No	2009, June	Yes	No	Yes, with A-GPS support	VGA videocall camera	microSD, up to 8 GB	Class 32, 296 kbits	4	No	No	SMS, MMS, Email, IM	No	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration; Downloadable polyphonic, MP3 ringtones	94 g (3.32 oz)	Yes, 384 kbps	http://cdn2.gsmarena.com/vv/thumb/nokia-3710-fold.jpg	3.2 MP, 2048x1536 pixels, LED flash, enhanced fixed focus	UMTS 850 / 1900 / 2100 	Yes, v2.1 with A2DP	Pink, Plum, Black	70 MB	Stereo FM radio with RDS	Up to 24 h	No	3710 fold	240 x 320 pixels, 2.2 inches (~182 ppi pixel density)	low_end
